8.320;1.4901947115385;0.0000049164545611040;0.0000000017512371030519;0.999995083545439;0.000192269184531970
8.325;1.4892996996997;0.0000049105447532032;0.0000000017467962615607;0.999995089455247;0.000191971331173190
8.330;1.4884057623049;0.0000049046455875778;0.0000000017423648172540;0.999995095354412;0.000191673835269820
8.335;1.4875128974205;0.0000048987570386947;0.0000000017379427459072;0.999995101242961;0.000191376696181440
8.340;1.4866211031175;0.0000048928790810976;0.0000000017335300233714;0.999995107120919;0.000191079913269170
8.345;1.4857303774715;0.0000048870116894061;0.0000000017291266255729;0.999995112988311;0.000190783485895670
8.350;1.4848407185629;0.0000048811548383162;0.0000000017247325285132;0.999995118845162;0.000190487413425080
8.355;1.4839521244764;0.0000048753085025993;0.0000000017203477082686;0.999995124691497;0.000190191695223080
8.360;1.4830645933014;0.0000048694726571023;0.0000000017159721409898;0.999995130527343;0.000189896330656840
8.365;1.4821781231321;0.0000048636472767473;0.0000000017116058029017;0.999995136352723;0.000189601319095050
8.370;1.4812927120669;0.0000048578323365312;0.0000000017072486703033;0.999995142167663;0.000189306659907870
8.375;1.4804083582090;0.0000048520278115256;0.0000000017029007195673;0.999995147972188;0.000189012352467000
8.380;1.4795250596659;0.0000048462336768765;0.0000000016985619271397;0.999995153766323;0.000188718396145580
8.385;1.4786428145498;0.0000048404499078038;0.0000000016942322695397;0.999995159550092;0.000188424790318270
8.390;1.4777616209774;0.0000048346764796015;0.0000000016899117233593;0.999995165323520;0.000188131534361190
8.395;1.4768814770697;0.0000048289133676369;0.0000000016856002652634;0.999995171086632;0.000187838627651950
8.400;1.4760023809524;0.0000048231605473508;0.0000000016812978719889;0.999995176839453;0.000187546069569620
8.405;1.4751243307555;0.0000048174179942568;0.0000000016770045203450;0.999995182582006;0.000187253859494740
8.410;1.4742473246136;0.0000048116856839415;0.0000000016727201872126;0.999995188314316;0.000186961996809340
8.415;1.4733713606655;0.0000048059635920640;0.0000000016684448495443;0.999995194036408;0.000186670480896860
