Energy, keV;Wavelength, A;Delta;Beta;Total linear attenuation coeff mu, 1/um;Linear attenuation coefficient (photoelectric part), 1/um;Linear attenuation coefficient (Compton scattering part), 1/um;Linear attenuation coefficient (Rayleigh scattering part), 1/um;"Beta"" = Lambda*Mu/(4*pi)";pi-shift length, micron;Indexes ratio Delta/(2*pi*Beta);Indexes ratio Beta/Delta;Critical angle for total external reflection (2*Delta)^(1/2), rad;Brewster angle, rad;Effective aperture of parabolic profile with focus distance F=1 m, micron;Zone plate 1-st order efficiency
9.28;1.34;0;0;0;0;0;0;0;16.91;572.71;0;0;0.79;583.52;0.4
9.29;1.33;0;0;0;0;0;0;0;16.93;574.15;0;0;0.79;583.67;0.4
9.3;1.33;0;0;0;0;0;0;0;16.94;575.58;0;0;0.79;583.82;0.4
9.31;1.33;0;0;0;0;0;0;0;16.96;576.96;0;0;0.79;583.94;0.4
9.32;1.33;0;0;0;0;0;0;0;16.98;578.34;0;0;0.79;584.07;0.4
9.33;1.33;0;0;0;0;0;0;0;17;579.72;0;0;0.79;584.19;0.4
9.34;1.33;0;0;0;0;0;0;0;17.02;581.12;0;0;0.79;584.32;0.4
9.35;1.33;0;0;0;0;0;0;0;17.04;582.52;0;0;0.79;584.45;0.4
9.36;1.32;0;0;0;0;0;0;0;17.05;583.93;0;0;0.79;584.58;0.4
9.37;1.32;0;0;0;0;0;0;0;17.07;585.34;0;0;0.79;584.71;0.4
9.38;1.32;0;0;0;0;0;0;0;17.09;586.76;0;0;0.79;584.84;0.4
9.39;1.32;0;0;0;0;0;0;0;17.11;588.19;0;0;0.79;584.97;0.4
9.4;1.32;0;0;0;0;0;0;0;17.13;589.63;0;0;0.79;585.11;0.4
9.41;1.32;0;0;0;0;0;0;0;17.14;591.07;0;0;0.79;585.24;0.4
9.42;1.32;0;0;0;0;0;0;0;17.16;592.52;0;0;0.79;585.38;0.4
9.43;1.31;0;0;0;0;0;0;0;17.18;593.98;0;0;0.79;585.51;0.4
9.44;1.31;0;0;0;0;0;0;0;17.2;595.44;0;0;0.79;585.65;0.4
9.45;1.31;0;0;0;0;0;0;0;17.22;596.91;0;0;0.79;585.79;0.4
9.46;1.31;0;0;0;0;0;0;0;17.24;598.31;0;0;0.79;585.9;0.4
9.47;1.31;0;0;0;0;0;0;0;17.25;599.72;0;0;0.79;586.02;0.4
9.48;1.31;0;0;0;0;0;0;0;17.27;601.14;0;0;0.79;586.13;0.4
9.49;1.31;0;0;0;0;0;0;0;17.29;602.56;0;0;0.79;586.25;0.4
9.5;1.31;0;0;0;0;0;0;0;17.31;603.99;0;0;0.79;586.37;0.4
9.51;1.3;0;0;0;0;0;0;0;17.33;605.42;0;0;0.79;586.49;0.4
9.52;1.3;0;0;0;0;0;0;0;17.35;606.87;0;0;0.79;586.61;0.4
9.53;1.3;0;0;0;0;0;0;0;17.36;608.32;0;0;0.79;586.73;0.4
9.54;1.3;0;0;0;0;0;0;0;17.38;609.77;0;0;0.79;586.85;0.4
9.55;1.3;0;0;0;0;0;0;0;17.4;611.24;0;0;0.79;586.97;0.4
9.56;1.3;0;0;0;0;0;0;0;17.42;612.71;0;0;0.79;587.1;0.4
9.57;1.3;0;0;0;0;0;0;0;17.44;614.19;0;0;0.79;587.22;0.4
9.58;1.29;0;0;0;0;0;0;0;17.45;615.67;0;0;0.79;587.35;0.4
9.59;1.29;0;0;0;0;0;0;0;17.47;617.16;0;0;0.79;587.47;0.4
9.6;1.29;0;0;0;0;0;0;0;17.49;618.66;0;0;0.79;587.6;0.4
9.61;1.29;0;0;0;0;0;0;0;17.51;620.11;0;0;0.79;587.71;0.4
9.62;1.29;0;0;0;0;0;0;0;17.53;621.55;0;0;0.79;587.81;0.4
9.63;1.29;0;0;0;0;0;0;0;17.55;622.99;0;0;0.79;587.92;0.4
9.64;1.29;0;0;0;0;0;0;0;17.56;624.44;0;0;0.79;588.03;0.4
9.65;1.28;0;0;0;0;0;0;0;17.58;625.9;0;0;0.79;588.13;0.4
9.66;1.28;0;0;0;0;0;0;0;17.6;627.36;0;0;0.79;588.24;0.4
9.67;1.28;0;0;0;0;0;0;0;17.62;628.83;0;0;0.79;588.35;0.4
9.68;1.28;0;0;0;0;0;0;0;17.64;630.31;0;0;0.79;588.46;0.4
9.69;1.28;0;0;0;0;0;0;0;17.66;631.79;0;0;0.79;588.57;0.4
9.7;1.28;0;0;0;0;0;0;0;17.67;633.28;0;0;0.79;588.68;0.4
9.71;1.28;0;0;0;0;0;0;0;17.69;634.78;0;0;0.79;588.8;0.4
9.72;1.28;0;0;0;0;0;0;0;17.71;636.29;0;0;0.79;588.91;0.4
9.73;1.27;0;0;0;0;0;0;0;17.73;637.8;0;0;0.79;589.02;0.4
9.74;1.27;0;0;0;0;0;0;0;17.75;639.32;0;0;0.79;589.14;0.4
9.75;1.27;0;0;0;0;0;0;0;17.77;640.85;0;0;0.79;589.26;0.4
9.76;1.27;0;0;0;0;0;0;0;17.78;642.36;0;0;0.79;589.37;0.4
9.77;1.27;0;0;0;0;0;0;0;17.8;643.82;0;0;0.79;589.46;0.4
9.78;1.27;0;0;0;0;0;0;0;17.82;645.29;0;0;0.79;589.56;0.4
9.79;1.27;0;0;0;0;0;0;0;17.84;646.77;0;0;0.79;589.65;0.4
9.8;1.27;0;0;0;0;0;0;0;17.86;648.25;0;0;0.79;589.75;0.4
9.81;1.26;0;0;0;0;0;0;0;17.87;649.74;0;0;0.79;589.84;0.4
9.82;1.26;0;0;0;0;0;0;0;17.89;651.24;0;0;0.79;589.94;0.4
9.83;1.26;0;0;0;0;0;0;0;17.91;652.74;0;0;0.79;590.04;0.4
9.84;1.26;0;0;0;0;0;0;0;17.93;654.25;0;0;0.79;590.14;0.4
9.85;1.26;0;0;0;0;0;0;0;17.95;655.77;0;0;0.79;590.24;0.4
9.86;1.26;0;0;0;0;0;0;0;17.97;657.29;0;0;0.79;590.34;0.4
9.87;1.26;0;0;0;0;0;0;0;17.98;658.82;0;0;0.79;590.44;0.4
9.88;1.25;0;0;0;0;0;0;0;18;660.36;0;0;0.79;590.55;0.4
9.89;1.25;0;0;0;0;0;0;0;18.02;661.91;0;0;0.79;590.65;0.4
9.9;1.25;0;0;0;0;0;0;0;18.04;663.46;0;0;0.79;590.76;0.4
9.91;1.25;0;0;0;0;0;0;0;18.06;665.02;0;0;0.79;590.86;0.4
9.92;1.25;0;0;0;0;0;0;0;18.08;666.55;0;0;0.79;590.96;0.4
9.93;1.25;0;0;0;0;0;0;0;18.09;668.05;0;0;0.79;591.04;0.4
9.94;1.25;0;0;0;0;0;0;0;18.11;669.55;0;0;0.79;591.13;0.4
9.95;1.25;0;0;0;0;0;0;0;18.13;671.05;0;0;0.79;591.21;0.4
9.96;1.24;0;0;0;0;0;0;0;18.15;672.57;0;0;0.79;591.3;0.4
9.97;1.24;0;0;0;0;0;0;0;18.17;674.09;0;0;0.79;591.38;0.4
9.98;1.24;0;0;0;0;0;0;0;18.18;675.61;0;0;0.79;591.47;0.4
9.99;1.24;0;0;0;0;0;0;0;18.2;677.15;0;0;0.79;591.56;0.4
10;1.24;0;0;0;0;0;0;0;18.22;678.69;0;0;0.79;591.65;0.4
10.01;1.24;0;0;0;0;0;0;0;18.24;680.24;0;0;0.79;591.74;0.4
10.02;1.24;0;0;0;0;0;0;0;18.26;681.79;0;0;0.79;591.83;0.4
10.03;1.24;0;0;0;0;0;0;0;18.28;683.35;0;0;0.79;591.92;0.4
10.04;1.23;0;0;0;0;0;0;0;18.29;684.92;0;0;0.79;592.01;0.4
10.05;1.23;0;0;0;0;0;0;0;18.31;686.5;0;0;0.79;592.11;0.4
10.06;1.23;0;0;0;0;0;0;0;18.33;688.08;0;0;0.79;592.2;0.4
10.07;1.23;0;0;0;0;0;0;0;18.35;689.67;0;0;0.79;592.29;0.4
10.08;1.23;0;0;0;0;0;0;0;18.37;691.24;0;0;0.79;592.38;0.4
10.09;1.23;0;0;0;0;0;0;0;18.39;692.76;0;0;0.79;592.45;0.4
10.1;1.23;0;0;0;0;0;0;0;18.4;694.29;0;0;0.79;592.53;0.4
10.11;1.23;0;0;0;0;0;0;0;18.42;695.83;0;0;0.79;592.6;0.4
10.12;1.23;0;0;0;0;0;0;0;18.44;697.37;0;0;0.79;592.68;0.4
10.13;1.22;0;0;0;0;0;0;0;18.46;698.93;0;0;0.79;592.75;0.4
10.14;1.22;0;0;0;0;0;0;0;18.48;700.48;0;0;0.79;592.83;0.4
10.15;1.22;0;0;0;0;0;0;0;18.49;702.05;0;0;0.79;592.91;0.4
10.16;1.22;0;0;0;0;0;0;0;18.51;703.62;0;0;0.79;592.99;0.4
10.17;1.22;0;0;0;0;0;0;0;18.53;705.2;0;0;0.79;593.07;0.4
10.18;1.22;0;0;0;0;0;0;0;18.55;706.78;0;0;0.79;593.15;0.4
10.19;1.22;0;0;0;0;0;0;0;18.57;708.38;0;0;0.79;593.23;0.4
10.2;1.22;0;0;0;0;0;0;0;18.59;709.98;0;0;0.79;593.31;0.4
10.21;1.21;0;0;0;0;0;0;0;18.6;711.58;0;0;0.79;593.39;0.41
10.22;1.21;0;0;0;0;0;0;0;18.62;713.2;0;0;0.79;593.47;0.41
10.23;1.21;0;0;0;0;0;0;0;18.64;714.82;0;0;0.79;593.56;0.41
10.24;1.21;0;0;0;0;0;0;0;18.66;716.44;0;0;0.79;593.64;0.41
10.25;1.21;0;0;0;0;0;0;0;18.68;718;0;0;0.79;593.7;0.41
10.26;1.21;0;0;0;0;0;0;0;18.7;719.56;0;0;0.79;593.77;0.41
10.27;1.21;0;0;0;0;0;0;0;18.71;721.12;0;0;0.79;593.83;0.41
10.28;1.21;0;0;0;0;0;0;0;18.73;722.7;0;0;0.79;593.9;0.41
10.29;1.2;0;0;0;0;0;0;0;18.75;724.28;0;0;0.79;593.96;0.41
10.3;1.2;0;0;0;0;0;0;0;18.77;725.87;0;0;0.79;594.03;0.41
10.31;1.2;0;0;0;0;0;0;0;18.79;727.46;0;0;0.79;594.1;0.41
10.32;1.2;0;0;0;0;0;0;0;18.81;729.07;0;0;0.79;594.17;0.41
10.33;1.2;0;0;0;0;0;0;0;18.82;730.68;0;0;0.79;594.23;0.41
10.34;1.2;0;0;0;0;0;0;0;18.84;732.29;0;0;0.79;594.3;0.41
10.35;1.2;0;0;0;0;0;0;0;18.86;733.92;0;0;0.79;594.37;0.41
10.36;1.2;0;0;0;0;0;0;0;18.88;735.55;0;0;0.79;594.45;0.41
10.37;1.2;0;0;0;0;0;0;0;18.9;737.19;0;0;0.79;594.52;0.41
10.38;1.19;0;0;0;0;0;0;0;18.91;738.83;0;0;0.79;594.59;0.41
10.39;1.19;0;0;0;0;0;0;0;18.93;740.49;0;0;0.79;594.66;0.41
10.4;1.19;0;0;0;0;0;0;0;18.95;742.15;0;0;0.79;594.74;0.41
10.41;1.19;0;0;0;0;0;0;0;18.97;743.77;0;0;0.79;594.8;0.41
10.42;1.19;0;0;0;0;0;0;0;18.99;745.36;0;0;0.79;594.85;0.41
10.43;1.19;0;0;0;0;0;0;0;19.01;746.95;0;0;0.79;594.91;0.41
10.44;1.19;0;0;0;0;0;0;0;19.02;748.56;0;0;0.79;594.96;0.41
10.45;1.19;0;0;0;0;0;0;0;19.04;750.17;0;0;0.79;595.02;0.41
10.46;1.19;0;0;0;0;0;0;0;19.06;751.78;0;0;0.79;595.07;0.41
10.47;1.18;0;0;0;0;0;0;0;19.08;753.41;0;0;0.79;595.13;0.41
10.48;1.18;0;0;0;0;0;0;0;19.1;755.04;0;0;0.79;595.19;0.41
10.49;1.18;0;0;0;0;0;0;0;19.12;756.68;0;0;0.79;595.25;0.41
10.5;1.18;0;0;0;0;0;0;0;19.13;758.32;0;0;0.79;595.31;0.41
10.51;1.18;0;0;0;0;0;0;0;19.15;759.98;0;0;0.79;595.37;0.41
10.52;1.18;0;0;0;0;0;0;0;19.17;761.64;0;0;0.79;595.43;0.41
10.53;1.18;0;0;0;0;0;0;0;19.19;763.31;0;0;0.79;595.49;0.41
10.54;1.18;0;0;0;0;0;0;0;19.21;764.98;0;0;0.79;595.55;0.41
10.55;1.18;0;0;0;0;0;0;0;19.22;766.66;0;0;0.79;595.61;0.41
10.56;1.17;0;0;0;0;0;0;0;19.24;768.35;0;0;0.79;595.68;0.41
10.57;1.17;0;0;0;0;0;0;0;19.26;770.05;0;0;0.79;595.74;0.41
10.58;1.17;0;0;0;0;0;0;0;19.28;771.69;0;0;0.79;595.79;0.41
10.59;1.17;0;0;0;0;0;0;0;19.3;773.32;0;0;0.79;595.83;0.41
10.6;1.17;0;0;0;0;0;0;0;19.32;774.95;0;0;0.79;595.88;0.41
10.61;1.17;0;0;0;0;0;0;0;19.33;776.59;0;0;0.79;595.92;0.41
10.62;1.17;0;0;0;0;0;0;0;19.35;778.23;0;0;0.79;595.97;0.41
10.63;1.17;0;0;0;0;0;0;0;19.37;779.88;0;0;0.79;596.02;0.41
10.64;1.17;0;0;0;0;0;0;0;19.39;781.54;0;0;0.79;596.06;0.41
10.65;1.16;0;0;0;0;0;0;0;19.41;783.21;0;0;0.79;596.11;0.41
10.66;1.16;0;0;0;0;0;0;0;19.43;784.89;0;0;0.79;596.16;0.41
10.67;1.16;0;0;0;0;0;0;0;19.44;786.57;0;0;0.79;596.21;0.41
10.68;1.16;0;0;0;0;0;0;0;19.46;788.25;0;0;0.79;596.26;0.41
10.69;1.16;0;0;0;0;0;0;0;19.48;789.95;0;0;0.79;596.31;0.41
10.7;1.16;0;0;0;0;0;0;0;19.5;791.65;0;0;0.79;596.36;0.41
10.71;1.16;0;0;0;0;0;0;0;19.52;793.36;0;0;0.79;596.41;0.41
10.72;1.16;0;0;0;0;0;0;0;19.54;795.08;0;0;0.79;596.46;0.41
10.73;1.16;0;0;0;0;0;0;0;19.55;796.81;0;0;0.79;596.52;0.41
10.74;1.15;0;0;0;0;0;0;0;19.57;798.54;0;0;0.79;596.57;0.41
10.75;1.15;0;0;0;0;0;0;0;19.59;800.22;0;0;0.79;596.61;0.41
10.76;1.15;0;0;0;0;0;0;0;19.61;801.88;0;0;0.79;596.65;0.41
10.77;1.15;0;0;0;0;0;0;0;19.63;803.55;0;0;0.79;596.68;0.41
10.78;1.15;0;0;0;0;0;0;0;19.64;805.22;0;0;0.79;596.72;0.41
10.79;1.15;0;0;0;0;0;0;0;19.66;806.9;0;0;0.79;596.75;0.41
10.8;1.15;0;0;0;0;0;0;0;19.68;808.59;0;0;0.79;596.79;0.41
10.81;1.15;0;0;0;0;0;0;0;19.7;810.28;0;0;0.79;596.83;0.41
10.82;1.15;0;0;0;0;0;0;0;19.72;811.98;0;0;0.79;596.87;0.41
10.83;1.14;0;0;0;0;0;0;0;19.74;813.69;0;0;0.79;596.91;0.41
10.84;1.14;0;0;0;0;0;0;0;19.75;815.4;0;0;0.79;596.94;0.41
10.85;1.14;0;0;0;0;0;0;0;19.77;817.12;0;0;0.79;596.98;0.41
10.86;1.14;0;0;0;0;0;0;0;19.79;818.85;0;0;0.79;597.02;0.41
10.87;1.14;0;0;0;0;0;0;0;19.81;820.59;0;0;0.79;597.07;0.41
10.88;1.14;0;0;0;0;0;0;0;19.83;822.33;0;0;0.79;597.11;0.41
10.89;1.14;0;0;0;0;0;0;0;19.85;824.08;0;0;0.79;597.15;0.41
10.9;1.14;0;0;0;0;0;0;0;19.86;825.84;0;0;0.79;597.19;0.41
10.91;1.14;0;0;0;0;0;0;0;19.88;827.61;0;0;0.79;597.23;0.41
10.92;1.14;0;0;0;0;0;0;0;19.9;829.36;0;0;0.79;597.27;0.41
10.93;1.13;0;0;0;0;0;0;0;19.92;831.05;0;0;0.79;597.3;0.41
10.94;1.13;0;0;0;0;0;0;0;19.94;832.75;0;0;0.79;597.32;0.41
10.95;1.13;0;0;0;0;0;0;0;19.95;834.46;0;0;0.79;597.35;0.41
10.96;1.13;0;0;0;0;0;0;0;19.97;836.17;0;0;0.79;597.38;0.41
10.97;1.13;0;0;0;0;0;0;0;19.99;837.89;0;0;0.79;597.4;0.41
10.98;1.13;0;0;0;0;0;0;0;20.01;839.61;0;0;0.79;597.43;0.41
10.99;1.13;0;0;0;0;0;0;0;20.03;841.35;0;0;0.79;597.46;0.41
11;1.13;0;0;0;0;0;0;0;20.05;843.09;0;0;0.79;597.49;0.41
11.01;1.13;0;0;0;0;0;0;0;20.06;844.83;0;0;0.79;597.52;0.41
11.02;1.13;0;0;0;0;0;0;0;20.08;846.59;0;0;0.79;597.55;0.41
11.03;1.12;0;0;0;0;0;0;0;20.1;848.35;0;0;0.79;597.58;0.41
11.04;1.12;0;0;0;0;0;0;0;20.12;850.12;0;0;0.79;597.61;0.41
11.05;1.12;0;0;0;0;0;0;0;20.14;851.9;0;0;0.79;597.64;0.41
11.06;1.12;0;0;0;0;0;0;0;20.16;853.68;0;0;0.79;597.67;0.41
11.07;1.12;0;0;0;0;0;0;0;20.17;855.47;0;0;0.79;597.7;0.41
11.08;1.12;0;0;0;0;0;0;0;20.19;857.27;0;0;0.79;597.74;0.41
11.09;1.12;0;0;0;0;0;0;0;20.21;859.08;0;0;0.79;597.77;0.41
11.1;1.12;0;0;0;0;0;0;0;20.23;860.84;0;0;0.79;597.79;0.41
11.11;1.12;0;0;0;0;0;0;0;20.25;862.57;0;0;0.79;597.81;0.41
11.12;1.11;0;0;0;0;0;0;0;20.27;864.31;0;0;0.79;597.83;0.41
11.13;1.11;0;0;0;0;0;0;0;20.28;866.05;0;0;0.79;597.84;0.41
11.14;1.11;0;0;0;0;0;0;0;20.3;867.8;0;0;0.79;597.86;0.41
11.15;1.11;0;0;0;0;0;0;0;20.32;869.56;0;0;0.79;597.88;0.41
11.16;1.11;0;0;0;0;0;0;0;20.34;871.33;0;0;0.79;597.9;0.41
11.17;1.11;0;0;0;0;0;0;0;20.36;873.1;0;0;0.79;597.92;0.41
11.18;1.11;0;0;0;0;0;0;0;20.37;874.88;0;0;0.79;597.94;0.41
11.19;1.11;0;0;0;0;0;0;0;20.39;876.67;0;0;0.79;597.96;0.41
11.2;1.11;0;0;0;0;0;0;0;20.41;878.46;0;0;0.79;597.98;0.41
11.21;1.11;0;0;0;0;0;0;0;20.43;880.26;0;0;0.79;598;0.41
11.22;1.11;0;0;0;0;0;0;0;20.45;882.07;0;0;0.79;598.02;0.41
11.23;1.1;0;0;0;0;0;0;0;20.47;883.89;0;0;0.79;598.04;0.41
11.24;1.1;0;0;0;0;0;0;0;20.48;885.71;0;0;0.79;598.06;0.41
11.25;1.1;0;0;0;0;0;0;0;20.5;887.55;0;0;0.79;598.09;0.41
11.26;1.1;0;0;0;0;0;0;0;20.52;889.39;0;0;0.79;598.11;0.41
11.27;1.1;0;0;0;0;0;0;0;20.54;891.23;0;0;0.79;598.13;0.41
11.28;1.1;0;0;0;0;0;0;0;20.56;893.03;0;0;0.79;598.15;0.41
11.29;1.1;0;0;0;0;0;0;0;20.58;894.79;0;0;0.79;598.15;0.41
11.3;1.1;0;0;0;0;0;0;0;20.59;896.57;0;0;0.79;598.16;0.41
11.31;1.1;0;0;0;0;0;0;0;20.61;898.35;0;0;0.79;598.17;0.41
11.32;1.1;0;0;0;0;0;0;0;20.63;900.14;0;0;0.79;598.18;0.41
11.33;1.09;0;0;0;0;0;0;0;20.65;901.93;0;0;0.79;598.18;0.41
11.34;1.09;0;0;0;0;0;0;0;20.67;903.74;0;0;0.79;598.19;0.41
11.35;1.09;0;0;0;0;0;0;0;20.68;905.55;0;0;0.79;598.2;0.41
11.36;1.09;0;0;0;0;0;0;0;20.7;907.36;0;0;0.79;598.21;0.41
11.37;1.09;0;0;0;0;0;0;0;20.72;909.19;0;0;0.79;598.22;0.41
11.38;1.09;0;0;0;0;0;0;0;20.74;911.02;0;0;0.79;598.23;0.41
11.39;1.09;0;0;0;0;0;0;0;20.76;912.86;0;0;0.79;598.25;0.41
11.4;1.09;0;0;0;0;0;0;0;20.78;914.71;0;0;0.79;598.26;0.41
11.41;1.09;0;0;0;0;0;0;0;20.79;916.56;0;0;0.79;598.27;0.41
11.42;1.09;0;0;0;0;0;0;0;20.81;918.42;0;0;0.79;598.28;0.41
11.43;1.08;0;0;0;0;0;0;0;20.83;920.29;0;0;0.79;598.3;0.41
11.44;1.08;0;0;0;0;0;0;0;20.85;922.17;0;0;0.79;598.31;0.41
11.45;1.08;0;0;0;0;0;0;0;20.87;924.06;0;0;0.79;598.33;0.41
11.46;1.08;0;0;0;0;0;0;0;20.89;925.91;0;0;0.79;598.33;0.41
11.47;1.08;0;0;0;0;0;0;0;20.9;927.71;0;0;0.79;598.33;0.41
11.48;1.08;0;0;0;0;0;0;0;20.92;929.52;0;0;0.79;598.33;0.41
11.49;1.08;0;0;0;0;0;0;0;20.94;931.34;0;0;0.79;598.33;0.41
11.5;1.08;0;0;0;0;0;0;0;20.96;933.16;0;0;0.79;598.33;0.41
11.51;1.08;0;0;0;0;0;0;0;20.98;934.99;0;0;0.79;598.33;0.41
11.52;1.08;0;0;0;0;0;0;0;20.99;936.83;0;0;0.79;598.32;0.41
11.53;1.08;0;0;0;0;0;0;0;21.01;938.68;0;0;0.79;598.33;0.41
11.54;1.07;0;0;0;0;0;0;0;21.03;940.53;0;0;0.79;598.33;0.41
11.55;1.07;0;0;0;0;0;0;0;21.05;942.39;0;0;0.79;598.33;0.41
11.56;1.07;0;0;0;0;0;0;0;21.07;944.26;0;0;0.79;598.33;0.41
11.57;1.07;0;0;0;0;0;0;0;21.09;946.14;0;0;0.79;598.33;0.41
11.58;1.07;0;0;0;0;0;0;0;21.1;948.02;0;0;0.79;598.33;0.41
11.59;1.07;0;0;0;0;0;0;0;21.12;949.91;0;0;0.79;598.34;0.41
11.6;1.07;0;0;0;0;0;0;0;21.14;951.81;0;0;0.79;598.34;0.41
11.61;1.07;0;0;0;0;0;0;0;21.16;953.71;0;0;0.79;598.34;0.41
11.62;1.07;0;0;0;0;0;0;0;21.18;955.62;0;0;0.79;598.35;0.41
11.63;1.07;0;0;0;0;0;0;0;21.2;957.55;0;0;0.79;598.35;0.41
11.64;1.07;0;0;0;0;0;0;0;21.21;959.47;0;0;0.79;598.36;0.41
11.65;1.06;0;0;0;0;0;0;0;21.23;961.32;0;0;0.79;598.35;0.41
11.66;1.06;0;0;0;0;0;0;0;21.25;963.17;0;0;0.79;598.34;0.41
11.67;1.06;0;0;0;0;0;0;0;21.27;965.02;0;0;0.79;598.33;0.41
11.68;1.06;0;0;0;0;0;0;0;21.29;966.88;0;0;0.79;598.32;0.41
11.69;1.06;0;0;0;0;0;0;0;21.31;968.75;0;0;0.79;598.31;0.41
11.7;1.06;0;0;0;0;0;0;0;21.32;970.62;0;0;0.79;598.3;0.41
11.71;1.06;0;0;0;0;0;0;0;21.34;972.5;0;0;0.79;598.29;0.41
11.72;1.06;0;0;0;0;0;0;0;21.36;974.39;0;0;0.79;598.28;0.41
11.73;1.06;0;0;0;0;0;0;0;21.38;976.29;0;0;0.79;598.27;0.41
11.74;1.06;0;0;0;0;0;0;0;21.4;978.19;0;0;0.79;598.26;0.41
11.75;1.06;0;0;0;0;0;0;0;21.41;980.1;0;0;0.79;598.26;0.41
11.76;1.05;0;0;0;0;0;0;0;21.43;982.02;0;0;0.79;598.25;0.41
11.77;1.05;0;0;0;0;0;0;0;21.45;983.94;0;0;0.79;598.24;0.41
11.78;1.05;0;0;0;0;0;0;0;21.47;985.88;0;0;0.79;598.24;0.41
11.79;1.05;0;0;0;0;0;0;0;21.49;987.82;0;0;0.79;598.23;0.41
11.8;1.05;0;0;0;0;0;0;0;21.51;989.77;0;0;0.79;598.23;0.41
11.81;1.05;0;0;0;0;0;0;0;21.52;991.72;0;0;0.79;598.22;0.41
11.82;1.05;0;0;0;0;0;0;0;21.54;993.69;0;0;0.79;598.22;0.41
11.83;1.05;0;0;0;0;0;0;0;21.56;995.65;0;0;0.79;598.21;0.41
11.84;1.05;0;0;0;0;0;0;0;21.58;997.53;0;0;0.79;598.19;0.41
11.85;1.05;0;0;0;0;0;0;0;21.6;999.42;0;0;0.79;598.17;0.41
11.86;1.05;0;0;0;0;0;0;0;21.62;1001.31;0;0;0.79;598.15;0.41
11.87;1.04;0;0;0;0;0;0;0;21.63;1003.21;0;0;0.79;598.13;0.41
11.88;1.04;0;0;0;0;0;0;0;21.65;1005.12;0;0;0.79;598.12;0.41
11.89;1.04;0;0;0;0;0;0;0;21.67;1007.03;0;0;0.79;598.1;0.41
11.9;1.04;0;0;0;0;0;0;0;21.69;1008.96;0;0;0.79;598.08;0.41
11.91;1.04;0;0;0;0;0;0;0;21.71;1010.89;0;0;0.79;598.06;0.41
11.92;1.04;0;0;0;0;0;0;0;21.72;1012.82;0;0;0.79;598.05;0.41
11.93;1.04;0;0;0;0;0;0;0;21.74;1014.77;0;0;0.79;598.03;0.41
11.94;1.04;0;0;0;0;0;0;0;21.76;1016.72;0;0;0.79;598.01;0.41
11.95;1.04;0;0;0;0;0;0;0;21.78;1018.68;0;0;0.79;598;0.41
11.96;1.04;0;0;0;0;0;0;0;21.8;1020.65;0;0;0.79;597.98;0.41
11.97;1.04;0;0;0;0;0;0;0;21.82;1022.62;0;0;0.79;597.97;0.41
11.98;1.03;0;0;0;0;0;0;0;21.83;1024.6;0;0;0.79;597.95;0.41
11.99;1.03;0;0;0;0;0;0;0;21.85;1026.59;0;0;0.79;597.94;0.41
12;1.03;0;0;0;0;0;0;0;21.87;1028.59;0;0;0.79;597.92;0.41
12.01;1.03;0;0;0;0;0;0;0;21.89;1030.6;0;0;0.79;597.91;0.41
12.02;1.03;0;0;0;0;0;0;0;21.91;1032.61;0;0;0.79;597.9;0.41
12.03;1.03;0;0;0;0;0;0;0;21.93;1034.53;0;0;0.79;597.87;0.41
12.04;1.03;0;0;0;0;0;0;0;21.94;1036.46;0;0;0.79;597.84;0.41
12.05;1.03;0;0;0;0;0;0;0;21.96;1038.39;0;0;0.79;597.82;0.41
12.06;1.03;0;0;0;0;0;0;0;21.98;1040.33;0;0;0.79;597.79;0.41
12.07;1.03;0;0;0;0;0;0;0;22;1042.28;0;0;0.79;597.76;0.41
12.08;1.03;0;0;0;0;0;0;0;22.02;1044.23;0;0;0.79;597.73;0.41
12.09;1.03;0;0;0;0;0;0;0;22.03;1046.19;0;0;0.79;597.71;0.41
12.1;1.02;0;0;0;0;0;0;0;22.05;1048.16;0;0;0.79;597.68;0.41
12.11;1.02;0;0;0;0;0;0;0;22.07;1050.14;0;0;0.79;597.66;0.41
12.12;1.02;0;0;0;0;0;0;0;22.09;1052.12;0;0;0.79;597.63;0.41
12.13;1.02;0;0;0;0;0;0;0;22.11;1054.11;0;0;0.79;597.61;0.41
12.14;1.02;0;0;0;0;0;0;0;22.13;1056.11;0;0;0.79;597.58;0.41
12.15;1.02;0;0;0;0;0;0;0;22.14;1058.11;0;0;0.79;597.56;0.41
12.16;1.02;0;0;0;0;0;0;0;22.16;1060.13;0;0;0.79;597.53;0.41
12.17;1.02;0;0;0;0;0;0;0;22.18;1062.15;0;0;0.79;597.51;0.41
12.18;1.02;0;0;0;0;0;0;0;22.2;1064.18;0;0;0.79;597.49;0.41
12.19;1.02;0;0;0;0;0;0;0;22.22;1066.21;0;0;0.79;597.46;0.41
12.2;1.02;0;0;0;0;0;0;0;22.24;1068.26;0;0;0.79;597.44;0.41
12.21;1.02;0;0;0;0;0;0;0;22.25;1070.31;0;0;0.79;597.42;0.41
12.22;1.01;0;0;0;0;0;0;0;22.27;1072.32;0;0;0.79;597.39;0.41
12.23;1.01;0;0;0;0;0;0;0;22.29;1074.29;0;0;0.79;597.35;0.41
12.24;1.01;0;0;0;0;0;0;0;22.31;1076.26;0;0;0.79;597.32;0.41
12.25;1.01;0;0;0;0;0;0;0;22.33;1078.24;0;0;0.79;597.28;0.41
