Energy, keV;Wavelength, A;Delta;Beta;Total linear attenuation coeff mu, 1/um;Linear attenuation coefficient (photoelectric part), 1/um;Linear attenuation coefficient (Compton scattering part), 1/um;Linear attenuation coefficient (Rayleigh scattering part), 1/um;"Beta"" = Lambda*Mu/(4*pi)";pi-shift length, micron;Indexes ratio Delta/(2*pi*Beta);Indexes ratio Beta/Delta;Critical angle for total external reflection (2*Delta)^(1/2), rad;Brewster angle, rad;Effective aperture of parabolic profile with focus distance F=1 m, micron;Zone plate 1-st order efficiency
2;6.2;0.0000861;0.000000679;0.01;0.01;0;0;0;3.6;20.17;0.01;0.01;0.79;279.4;0.4
2.01;6.17;0.0000852;0.000000666;0.01;0.01;0;0;0;3.62;20.38;0.01;0.01;0.79;280.12;0.4
2.02;6.14;0.0000844;0.000000652;0.01;0.01;0;0;0;3.64;20.59;0.01;0.01;0.79;280.87;0.4
2.03;6.11;0.0000835;0.000000639;0.01;0.01;0;0;0;3.66;20.8;0.01;0.01;0.79;281.61;0.4
2.04;6.08;0.0000827;0.000000626;0.01;0.01;0;0;0;3.67;21.01;0.01;0.01;0.79;282.34;0.4
2.05;6.05;0.0000819;0.000000614;0.01;0.01;0;0;0;3.69;21.23;0.01;0.01;0.79;283.09;0.4
2.06;6.02;0.0000811;0.000000602;0.01;0.01;0;0;0;3.71;21.45;0.01;0.01;0.79;283.84;0.4
2.07;5.99;0.0000803;0.00000059;0.01;0.01;0;0;0;3.73;21.67;0.01;0.01;0.79;284.55;0.4
2.08;5.96;0.0000795;0.000000578;0.01;0.01;0;0;0;3.75;21.88;0.01;0.01;0.79;285.29;0.4
2.09;5.93;0.0000788;0.000000567;0.01;0.01;0;0;0;3.77;22.11;0.01;0.01;0.79;286.04;0.4
2.1;5.9;0.000078;0.000000556;0.01;0.01;0;0;0;3.78;22.33;0.01;0.01;0.79;286.76;0.4
2.11;5.88;0.0000773;0.000000545;0.01;0.01;0;0;0;3.8;22.55;0.01;0.01;0.79;287.48;0.4
2.12;5.85;0.0000765;0.000000535;0.01;0.01;0;0;0;3.82;22.77;0.01;0.01;0.79;288.22;0.4
2.13;5.82;0.0000758;0.000000524;0.01;0.01;0;0;0;3.84;23;0.01;0.01;0.79;288.95;0.4
2.14;5.79;0.0000751;0.000000515;0.01;0.01;0;0;0;3.86;23.22;0.01;0.01;0.79;289.65;0.4
2.15;5.77;0.0000744;0.000000505;0.01;0.01;0;0;0;3.88;23.45;0.01;0.01;0.79;290.38;0.4
2.16;5.74;0.0000737;0.000000495;0.01;0.01;0;0;0;3.89;23.68;0.01;0.01;0.79;291.13;0.4
2.17;5.71;0.000073;0.000000486;0.01;0.01;0;0;0;3.91;23.91;0.01;0.01;0.79;291.82;0.4
2.18;5.69;0.0000723;0.000000477;0.01;0.01;0;0;0;3.93;24.14;0.01;0.01;0.79;292.53;0.4
2.19;5.66;0.0000717;0.000000468;0.01;0.01;0;0;0;3.95;24.37;0.01;0.01;0.79;293.27;0.4
2.2;5.64;0.000071;0.000000459;0.01;0.01;0;0;0;3.97;24.61;0.01;0.01;0.79;293.98;0.4
2.21;5.61;0.0000704;0.000000451;0.01;0.01;0;0;0;3.99;24.84;0.01;0.01;0.79;294.68;0.4
2.22;5.58;0.0000697;0.000000443;0.01;0.01;0;0;0;4.01;25.08;0.01;0.01;0.79;295.39;0.4
2.23;5.56;0.0000691;0.000000434;0.01;0.01;0;0;0;4.02;25.32;0.01;0.01;0.79;296.13;0.4
2.24;5.54;0.0000685;0.000000427;0.01;0.01;0;0;0;4.04;25.55;0.01;0.01;0.79;296.81;0.4
2.25;5.51;0.0000679;0.000000419;0.01;0.01;0;0;0;4.06;25.79;0.01;0.01;0.79;297.51;0.4
2.26;5.49;0.0000673;0.000000411;0.01;0.01;0;0;0;4.08;26.03;0.01;0.01;0.79;298.23;0.4
2.27;5.46;0.0000667;0.000000404;0.01;0.01;0;0;0;4.1;26.27;0.01;0.01;0.79;298.93;0.4
2.28;5.44;0.0000661;0.000000397;0.01;0.01;0;0;0;4.12;26.51;0.01;0.01;0.79;299.62;0.4
2.29;5.41;0.0000655;0.00000039;0.01;0.01;0;0;0;4.13;26.76;0.01;0.01;0.79;300.32;0.4
2.3;5.39;0.0000649;0.000000383;0.01;0.01;0;0;0;4.15;27;0.01;0.01;0.79;301.04;0.4
2.31;5.37;0.0000644;0.000000376;0.01;0.01;0;0;0;4.17;27.25;0.01;0.01;0.79;301.72;0.4
2.32;5.34;0.0000638;0.000000369;0.01;0.01;0;0;0;4.19;27.49;0.01;0.01;0.79;302.41;0.4
2.33;5.32;0.0000632;0.000000363;0.01;0.01;0;0;0;4.21;27.74;0.01;0.01;0.79;303.11;0.4
2.34;5.3;0.0000627;0.000000356;0.01;0.01;0;0;0;4.23;28;0.01;0.01;0.79;303.82;0.4
2.35;5.28;0.0000622;0.00000035;0.01;0.01;0;0;0;4.24;28.24;0.01;0.01;0.79;304.49;0.4
2.36;5.25;0.0000616;0.000000344;0.01;0.01;0;0;0;4.26;28.49;0.01;0.01;0.79;305.17;0.4
2.37;5.23;0.0000611;0.000000338;0.01;0.01;0;0;0;4.28;28.75;0.01;0.01;0.79;305.87;0.4
2.38;5.21;0.0000606;0.000000332;0.01;0.01;0;0;0;4.3;29.01;0.01;0.01;0.79;306.57;0.4
2.39;5.19;0.0000601;0.000000327;0.01;0.01;0;0;0;4.32;29.26;0.01;0.01;0.79;307.23;0.4
2.4;5.17;0.0000596;0.000000321;0.01;0.01;0;0;0;4.34;29.51;0.01;0.01;0.79;307.91;0.4
2.41;5.14;0.0000591;0.000000316;0.01;0.01;0;0;0;4.35;29.77;0.01;0.01;0.79;308.61;0.4
2.42;5.12;0.0000586;0.00000031;0.01;0.01;0;0;0;4.37;30.03;0.01;0.01;0.79;309.3;0.4
2.43;5.1;0.0000581;0.000000305;0.01;0.01;0;0;0;4.39;30.29;0.01;0.01;0.79;309.96;0.4
2.44;5.08;0.0000576;0.0000003;0.01;0.01;0;0;0;4.41;30.55;0.01;0.01;0.79;310.63;0.4
2.45;5.06;0.0000572;0.000000295;0.01;0.01;0;0;0;4.43;30.82;0.01;0.01;0.79;311.32;0.4
2.46;5.04;0.0000567;0.00000029;0.01;0.01;0;0;0;4.45;31.08;0.01;0.01;0.79;312;0.4
2.47;5.02;0.0000562;0.000000286;0.01;0.01;0;0;0;4.46;31.34;0.01;0.01;0.79;312.66;0.4
2.48;5;0.0000558;0.000000281;0.01;0.01;0;0;0;4.48;31.61;0.01;0.01;0.79;313.33;0.4
2.49;4.98;0.0000553;0.000000276;0.01;0.01;0;0;0;4.5;31.88;0;0.01;0.79;314.01;0.4
2.5;4.96;0.0000549;0.000000272;0.01;0.01;0;0;0;4.52;32.15;0;0.01;0.79;314.68;0.4
2.51;4.94;0.0000544;0.000000267;0.01;0.01;0;0;0;4.54;32.42;0;0.01;0.79;315.33;0.4
2.52;4.92;0.000054;0.000000263;0.01;0.01;0;0;0;4.56;32.69;0;0.01;0.79;316;0.4
2.53;4.9;0.0000536;0.000000259;0.01;0.01;0;0;0;4.57;32.96;0;0.01;0.79;316.68;0.4
2.54;4.88;0.0000532;0.000000255;0.01;0.01;0;0;0;4.59;33.24;0;0.01;0.79;317.35;0.4
2.55;4.86;0.0000527;0.00000025;0.01;0.01;0;0;0;4.61;33.51;0;0.01;0.79;317.99;0.4
2.56;4.84;0.0000523;0.000000246;0.01;0.01;0;0;0;4.63;33.78;0;0.01;0.79;318.65;0.4
2.57;4.82;0.0000519;0.000000243;0.01;0.01;0;0;0;4.65;34.06;0;0.01;0.79;319.32;0.4
2.58;4.81;0.0000515;0.000000239;0.01;0.01;0;0;0;4.67;34.34;0;0.01;0.79;319.99;0.4
2.59;4.79;0.0000511;0.000000235;0.01;0.01;0;0;0;4.68;34.62;0;0.01;0.79;320.63;0.4
2.6;4.77;0.0000507;0.000000231;0.01;0.01;0;0;0;4.7;34.9;0;0.01;0.79;321.28;0.4
2.61;4.75;0.0000503;0.000000228;0.01;0.01;0;0;0;4.72;35.18;0;0.01;0.79;321.94;0.4
2.62;4.73;0.0000499;0.000000224;0.01;0.01;0;0;0;4.74;35.47;0;0.01;0.79;322.61;0.4
2.63;4.71;0.0000496;0.000000221;0.01;0.01;0;0;0;4.76;35.75;0;0.01;0.79;323.24;0.4
2.64;4.7;0.0000492;0.000000217;0.01;0.01;0;0;0;4.78;36.03;0;0.01;0.79;323.88;0.4
2.65;4.68;0.0000488;0.000000214;0.01;0.01;0;0;0;4.79;36.32;0;0.01;0.79;324.54;0.4
2.66;4.66;0.0000484;0.000000211;0.01;0.01;0;0;0;4.81;36.61;0;0.01;0.79;325.21;0.4
2.67;4.64;0.0000481;0.000000207;0.01;0.01;0;0;0;4.83;36.89;0;0.01;0.79;325.84;0.4
2.68;4.63;0.0000477;0.000000204;0.01;0.01;0;0;0;4.85;37.18;0;0.01;0.79;326.47;0.4
2.69;4.61;0.0000474;0.000000201;0.01;0.01;0;0;0;4.87;37.47;0;0.01;0.79;327.12;0.4
2.7;4.59;0.000047;0.000000198;0.01;0.01;0;0;0;4.89;37.77;0;0.01;0.79;327.78;0.4
2.71;4.58;0.0000467;0.000000195;0.01;0.01;0;0;0;4.9;38.06;0;0.01;0.79;328.41;0.4
2.72;4.56;0.0000463;0.000000192;0.01;0.01;0;0;0;4.92;38.35;0;0.01;0.79;329.04;0.4
2.73;4.54;0.000046;0.000000189;0.01;0.01;0;0;0;4.94;38.65;0;0.01;0.79;329.67;0.4
2.74;4.52;0.0000456;0.000000186;0.01;0.01;0;0;0;4.96;38.95;0;0.01;0.79;330.33;0.4
2.75;4.51;0.0000453;0.000000184;0.01;0.01;0;0;0;4.98;39.25;0;0.01;0.79;330.97;0.4
2.76;4.49;0.000045;0.000000181;0.01;0.01;0;0;0;5;39.55;0;0.01;0.79;331.59;0.4
2.77;4.48;0.0000446;0.000000178;0.01;0.01;0;0;0;5.01;39.84;0;0.01;0.79;332.21;0.4
2.78;4.46;0.0000443;0.000000176;0.01;0;0;0;0;5.03;40.15;0;0.01;0.79;332.85;0.4
2.79;4.44;0.000044;0.000000173;0;0;0;0;0;5.05;40.46;0;0.01;0.79;333.5;0.4
2.8;4.43;0.0000437;0.000000171;0;0;0;0;0;5.07;40.76;0;0.01;0.79;334.12;0.4
2.81;4.41;0.0000434;0.000000168;0;0;0;0;0;5.09;41.06;0;0.01;0.79;334.73;0.4
2.82;4.4;0.0000431;0.000000166;0;0;0;0;0;5.1;41.37;0;0.01;0.79;335.36;0.4
2.83;4.38;0.0000428;0.000000163;0;0;0;0;0;5.12;41.68;0;0.01;0.79;336;0.4
2.84;4.37;0.0000425;0.000000161;0;0;0;0;0;5.14;41.99;0;0.01;0.79;336.63;0.4
2.85;4.35;0.0000422;0.000000159;0;0;0;0;0;5.16;42.29;0;0.01;0.79;337.24;0.4
2.86;4.34;0.0000419;0.000000156;0;0;0;0;0;5.18;42.6;0;0.01;0.79;337.85;0.4
2.87;4.32;0.0000416;0.000000154;0;0;0;0;0;5.2;42.92;0;0.01;0.79;338.48;0.4
2.88;4.31;0.0000413;0.000000152;0;0;0;0;0;5.21;43.24;0;0.01;0.79;339.12;0.4
2.89;4.29;0.000041;0.00000015;0;0;0;0;0;5.23;43.55;0;0.01;0.79;339.73;0.4
2.9;4.28;0.0000407;0.000000148;0;0;0;0;0;5.25;43.86;0;0.01;0.79;340.33;0.4
2.91;4.26;0.0000404;0.000000146;0;0;0;0;0;5.27;44.18;0;0.01;0.79;340.94;0.4
2.92;4.25;0.0000401;0.000000144;0;0;0;0;0;5.29;44.5;0;0.01;0.79;341.57;0.4
2.93;4.23;0.0000399;0.000000142;0;0;0;0;0;5.31;44.83;0;0.01;0.79;342.2;0.4
2.94;4.22;0.0000396;0.00000014;0;0;0;0;0;5.32;45.14;0;0.01;0.79;342.79;0.4
2.95;4.2;0.0000393;0.000000138;0;0;0;0;0;5.34;45.46;0;0.01;0.79;343.4;0.4
2.96;4.19;0.0000391;0.000000136;0;0;0;0;0;5.36;45.79;0;0.01;0.79;344.01;0.4
2.97;4.17;0.0000388;0.000000134;0;0;0;0;0;5.38;46.12;0;0.01;0.79;344.63;0.4
2.98;4.16;0.0000385;0.000000132;0;0;0;0;0;5.4;46.45;0;0.01;0.79;345.25;0.4
2.99;4.15;0.0000383;0.00000013;0;0;0;0;0;5.42;46.77;0;0.01;0.79;345.86;0.4
3;4.13;0.000038;0.000000128;0;0;0;0;0;5.43;47.1;0;0.01;0.79;346.47;0.4
3.01;4.12;0.0000378;0.000000127;0;0;0;0;0;5.45;47.44;0;0.01;0.79;347.1;0.4
3.02;4.11;0.0000375;0.000000125;0;0;0;0;0;5.47;47.78;0;0.01;0.79;347.73;0.4
3.03;4.09;0.0000373;0.000000123;0;0;0;0;0;5.49;48.12;0;0.01;0.79;348.36;0.4
3.04;4.08;0.000037;0.000000122;0;0;0;0;0;5.51;48.46;0;0.01;0.79;348.97;0.4
3.05;4.07;0.0000368;0.00000012;0;0;0;0;0;5.53;48.8;0;0.01;0.79;349.6;0.4
3.06;4.05;0.0000365;0.000000118;0;0;0;0;0;5.54;49.15;0;0.01;0.79;350.24;0.4
3.07;4.04;0.0000363;0.000000117;0;0;0;0;0;5.56;49.5;0;0.01;0.79;350.89;0.4
3.08;4.03;0.0000361;0.000000115;0;0;0;0;0;5.58;49.84;0;0.01;0.79;351.51;0.4
3.09;4.01;0.0000358;0.000000114;0;0;0;0;0;5.6;50.19;0;0.01;0.79;352.12;0.4
3.1;4;0.0000356;0.000000112;0;0;0;0;0;5.62;50.54;0;0.01;0.79;352.74;0.4
3.11;3.99;0.0000354;0.000000111;0;0;0;0;0;5.64;50.89;0;0.01;0.79;353.38;0.4
3.12;3.97;0.0000351;0.000000109;0;0;0;0;0;5.65;51.25;0;0.01;0.79;354.02;0.4
3.13;3.96;0.0000349;0.000000108;0;0;0;0;0;5.67;51.6;0;0.01;0.79;354.63;0.4
3.14;3.95;0.0000347;0.000000106;0;0;0;0;0;5.69;51.95;0;0.01;0.79;355.24;0.4
3.15;3.94;0.0000345;0.000000105;0;0;0;0;0;5.71;52.31;0;0.01;0.79;355.85;0.4
3.16;3.92;0.0000343;0.000000103;0;0;0;0;0;5.73;52.67;0;0.01;0.79;356.48;0.4
3.17;3.91;0.000034;0.000000102;0;0;0;0;0;5.75;53.04;0;0.01;0.79;357.12;0.4
3.18;3.9;0.0000338;0.000000101;0;0;0;0;0;5.76;53.4;0;0.01;0.79;357.73;0.4
3.19;3.89;0.0000336;9.95E-08;0;0;0;0;0;5.78;53.75;0;0.01;0.79;358.33;0.4
3.2;3.87;0.0000334;9.82E-08;0;0;0;0;0;5.8;54.11;0;0.01;0.79;358.94;0.4
3.21;3.86;0.0000332;9.69E-08;0;0;0;0;0;5.82;54.48;0;0.01;0.79;359.56;0.4
3.22;3.85;0.000033;9.57E-08;0;0;0;0;0;5.84;54.85;0;0.01;0.79;360.19;0.4
3.23;3.84;0.0000328;9.45E-08;0;0;0;0;0;5.86;55.22;0;0.01;0.79;360.8;0.4
3.24;3.83;0.0000326;9.33E-08;0;0;0;0;0;5.87;55.58;0;0.01;0.79;361.39;0.4
3.25;3.81;0.0000324;9.21E-08;0;0;0;0;0;5.89;55.95;0;0.01;0.79;361.99;0.4
3.26;3.8;0.0000322;9.09E-08;0;0;0;0;0;5.91;56.33;0;0.01;0.79;362.61;0.4
3.27;3.79;0.000032;8.97E-08;0;0;0;0;0;5.93;56.7;0;0.01;0.79;363.23;0.4
3.28;3.78;0.0000318;8.86E-08;0;0;0;0;0;5.95;57.08;0;0.01;0.79;363.85;0.4
3.29;3.77;0.0000316;8.75E-08;0;0;0;0;0;5.97;57.45;0;0.01;0.79;364.43;0.4
3.3;3.76;0.0000314;8.64E-08;0;0;0;0;0;5.98;57.82;0;0.01;0.79;365.02;0.4
3.31;3.75;0.0000312;8.53E-08;0;0;0;0;0;6;58.2;0;0.01;0.79;365.63;0.4
3.32;3.73;0.000031;8.43E-08;0;0;0;0;0;6.02;58.59;0;0.01;0.79;366.24;0.4
3.33;3.72;0.0000308;8.32E-08;0;0;0;0;0;6.04;58.97;0;0.01;0.79;366.87;0.4
3.34;3.71;0.0000306;8.22E-08;0;0;0;0;0;6.06;59.35;0;0.01;0.79;367.44;0.4
3.35;3.7;0.0000305;8.12E-08;0;0;0;0;0;6.08;59.73;0;0.01;0.79;368.03;0.4
3.36;3.69;0.0000303;8.02E-08;0;0;0;0;0;6.09;60.11;0;0.01;0.79;368.62;0.4
3.37;3.68;0.0000301;7.92E-08;0;0;0;0;0;6.11;60.5;0;0.01;0.79;369.23;0.4
3.38;3.67;0.0000299;7.82E-08;0;0;0;0;0;6.13;60.9;0;0.01;0.79;369.84;0.4
3.39;3.66;0.0000297;7.72E-08;0;0;0;0;0;6.15;61.28;0;0.01;0.79;370.43;0.4
3.4;3.65;0.0000296;7.63E-08;0;0;0;0;0;6.17;61.67;0;0.01;0.79;371.01;0.4
3.41;3.64;0.0000294;7.54E-08;0;0;0;0;0;6.19;62.06;0;0.01;0.79;371.59;0.4
3.42;3.63;0.0000292;7.45E-08;0;0;0;0;0;6.2;62.45;0;0.01;0.79;372.19;0.4
3.43;3.61;0.000029;7.36E-08;0;0;0;0;0;6.22;62.85;0;0.01;0.79;372.79;0.4
3.44;3.6;0.0000289;7.27E-08;0;0;0;0;0;6.24;63.25;0;0.01;0.79;373.4;0.4
3.45;3.59;0.0000287;7.18E-08;0;0;0;0;0;6.26;63.64;0;0.01;0.79;373.97;0.4
3.46;3.58;0.0000285;7.09E-08;0;0;0;0;0;6.28;64.04;0;0.01;0.79;374.54;0.4
3.47;3.57;0.0000284;7.01E-08;0;0;0;0;0;6.29;64.43;0;0.01;0.79;375.12;0.4
3.48;3.56;0.0000282;6.93E-08;0;0;0;0;0;6.31;64.84;0;0.01;0.79;375.72;0.4
3.49;3.55;0.0000281;6.84E-08;0;0;0;0;0;6.33;65.25;0;0.01;0.79;376.32;0.4
3.5;3.54;0.0000279;6.76E-08;0;0;0;0;0;6.35;65.65;0;0.01;0.79;376.9;0.4
3.51;3.53;0.0000277;6.68E-08;0;0;0;0;0;6.37;66.05;0;0.01;0.79;377.46;0.4
3.52;3.52;0.0000276;0.000000066;0;0;0;0;0;6.39;66.45;0;0.01;0.79;378.04;0.4
3.53;3.51;0.0000274;6.53E-08;0;0;0;0;0;6.4;66.86;0;0.01;0.79;378.62;0.4
3.54;3.5;0.0000273;6.45E-08;0;0;0;0;0;6.42;67.27;0;0.01;0.79;379.21;0.4
3.55;3.49;0.0000271;6.37E-08;0;0;0;0;0;6.44;67.69;0;0.01;0.79;379.81;0.4
3.56;3.48;0.000027;0.000000063;0;0;0;0;0;6.46;68.1;0;0.01;0.79;380.37;0.4
3.57;3.47;0.0000268;6.23E-08;0;0;0;0;0;6.48;68.5;0;0.01;0.79;380.93;0.4
3.58;3.46;0.0000267;6.16E-08;0;0;0;0;0;6.5;68.92;0;0.01;0.79;381.5;0.4
3.59;3.45;0.0000265;6.08E-08;0;0;0;0;0;6.51;69.33;0;0.01;0.79;382.08;0.4
3.6;3.44;0.0000264;6.01E-08;0;0;0;0;0;6.53;69.76;0;0.01;0.79;382.66;0.4
3.61;3.43;0.0000262;5.94E-08;0;0;0;0;0;6.55;70.18;0;0.01;0.79;383.25;0.4
3.62;3.42;0.0000261;5.88E-08;0;0;0;0;0;6.57;70.59;0;0.01;0.79;383.8;0.4
3.63;3.42;0.0000259;5.81E-08;0;0;0;0;0;6.59;71.01;0;0.01;0.79;384.36;0.4
3.64;3.41;0.0000258;5.74E-08;0;0;0;0;0;6.61;71.43;0;0.01;0.79;384.92;0.4
3.65;3.4;0.0000256;5.68E-08;0;0;0;0;0;6.62;71.86;0;0.01;0.79;385.5;0.4
3.66;3.39;0.0000255;5.61E-08;0;0;0;0;0;6.64;72.29;0;0.01;0.79;386.08;0.4
3.67;3.38;0.0000254;5.55E-08;0;0;0;0;0;6.66;72.72;0;0.01;0.79;386.65;0.4
3.68;3.37;0.0000252;5.49E-08;0;0;0;0;0;6.68;73.14;0;0.01;0.79;387.2;0.4
3.69;3.36;0.0000251;5.43E-08;0;0;0;0;0;6.7;73.56;0;0.01;0.79;387.75;0.4
3.7;3.35;0.0000249;5.37E-08;0;0;0;0;0;6.72;73.99;0;0.01;0.79;388.31;0.4
3.71;3.34;0.0000248;5.31E-08;0;0;0;0;0;6.73;74.43;0;0.01;0.79;388.88;0.4
3.72;3.33;0.0000247;5.25E-08;0;0;0;0;0;6.75;74.87;0;0.01;0.79;389.46;0.4
3.73;3.32;0.0000245;5.19E-08;0;0;0;0;0;6.77;75.31;0;0.01;0.79;390.02;0.4
3.74;3.32;0.0000244;5.13E-08;0;0;0;0;0;6.79;75.73;0;0.01;0.79;390.56;0.4
3.75;3.31;0.0000243;5.07E-08;0;0;0;0;0;6.81;76.17;0;0.01;0.79;391.11;0.4
3.76;3.3;0.0000242;5.02E-08;0;0;0;0;0;6.83;76.61;0;0.01;0.79;391.66;0.4
3.77;3.29;0.000024;4.96E-08;0;0;0;0;0;6.84;77.05;0;0.01;0.79;392.23;0.4
3.78;3.28;0.0000239;4.91E-08;0;0;0;0;0;6.86;77.5;0;0.01;0.79;392.8;0.4
3.79;3.27;0.0000238;4.85E-08;0;0;0;0;0;6.88;77.94;0;0.01;0.79;393.36;0.4
3.8;3.26;0.0000236;0.000000048;0;0;0;0;0;6.9;78.38;0;0.01;0.79;393.89;0.4
3.81;3.25;0.0000235;4.75E-08;0;0;0;0;0;6.92;78.82;0;0.01;0.79;394.43;0.4
3.82;3.25;0.0000234;0.000000047;0;0;0;0;0;6.94;79.27;0;0.01;0.79;394.98;0.4
3.83;3.24;0.0000233;4.65E-08;0;0;0;0;0;6.95;79.72;0;0.01;0.79;395.54;0.4
3.84;3.23;0.0000232;0.000000046;0;0;0;0;0;6.97;80.17;0;0.01;0.79;396.1;0.4
3.85;3.22;0.000023;4.55E-08;0;0;0;0;0;6.99;80.63;0;0.01;0.79;396.66;0.4
3.86;3.21;0.0000229;0.000000045;0;0;0;0;0;7.01;81.07;0;0.01;0.79;397.19;0.4
3.87;3.2;0.0000228;4.45E-08;0;0;0;0;0;7.03;81.52;0;0.01;0.79;397.72;0.4
3.88;3.2;0.0000227;0.000000044;0;0;0;0;0;7.05;81.98;0;0.01;0.79;398.26;0.4
3.89;3.19;0.0000226;4.36E-08;0;0;0;0;0;7.06;82.43;0;0.01;0.79;398.81;0.4
3.9;3.18;0.0000224;4.31E-08;0;0;0;0;0;7.08;82.9;0;0.01;0.79;399.37;0.4
3.91;3.17;0.0000223;4.26E-08;0;0;0;0;0;7.1;83.37;0;0.01;0.79;399.93;0.4
3.92;3.16;0.0000222;4.22E-08;0;0;0;0;0;7.12;83.82;0;0.01;0.79;400.45;0.4
3.93;3.15;0.0000221;4.17E-08;0;0;0;0;0;7.14;84.27;0;0.01;0.79;400.98;0.4
3.94;3.15;0.000022;4.13E-08;0;0;0;0;0;7.15;84.73;0;0.01;0.79;401.51;0.4
3.95;3.14;0.0000219;4.09E-08;0;0;0;0;0;7.17;85.2;0;0.01;0.79;402.05;0.4
3.96;3.13;0.0000218;4.04E-08;0;0;0;0;0;7.19;85.67;0;0.01;0.79;402.6;0.4
3.97;3.12;0.0000217;0.00000004;0;0;0;0;0;7.21;86.15;0;0.01;0.79;403.16;0.4
3.98;3.12;0.0000215;3.96E-08;0;0;0;0;0;7.23;86.61;0;0.01;0.79;403.69;0.4
3.99;3.11;0.0000214;3.92E-08;0;0;0;0;0;7.25;87.08;0;0.01;0.79;404.22;0.4
4;3.1;0.0000213;3.88E-08;0;0;0;0;0;7.26;87.55;0;0.01;0.79;404.75;0.4
4.01;3.09;0.0000212;3.84E-08;0;0;0;0;0;7.28;88.03;0;0.01;0.79;405.29;0.4
4.02;3.08;0.0000211;0.000000038;0;0;0;0;0;7.3;88.51;0;0.01;0.79;405.84;0.4
4.03;3.08;0.000021;3.76E-08;0;0;0;0;0;7.32;89;0;0.01;0.79;406.4;0.4
4.04;3.07;0.0000209;3.72E-08;0;0;0;0;0;7.34;89.49;0;0.01;0.79;406.95;0.4
4.05;3.06;0.0000208;3.68E-08;0;0;0;0;0;7.36;89.96;0;0.01;0.79;407.47;0.4
4.06;3.05;0.0000207;3.64E-08;0;0;0;0;0;7.37;90.45;0;0.01;0.79;408.01;0.4
4.07;3.05;0.0000206;3.61E-08;0;0;0;0;0;7.39;90.93;0;0.01;0.79;408.54;0.4
4.08;3.04;0.0000205;3.57E-08;0;0;0;0;0;7.41;91.43;0;0.01;0.79;409.09;0.4
4.09;3.03;0.0000204;3.53E-08;0;0;0;0;0;7.43;91.92;0;0.01;0.79;409.64;0.4
4.1;3.02;0.0000203;0.000000035;0;0;0;0;0;7.45;92.43;0;0.01;0.79;410.21;0.4
4.11;3.02;0.0000202;3.46E-08;0;0;0;0;0;7.47;92.92;0;0.01;0.79;410.73;0.4
4.12;3.01;0.0000201;3.43E-08;0;0;0;0;0;7.48;93.4;0;0.01;0.79;411.26;0.4
4.13;3;0.00002;3.39E-08;0;0;0;0;0;7.5;93.9;0;0.01;0.79;411.79;0.4
4.14;2.99;0.0000199;3.36E-08;0;0;0;0;0;7.52;94.4;0;0.01;0.79;412.32;0.4
4.15;2.99;0.0000198;3.32E-08;0;0;0;0;0;7.54;94.9;0;0.01;0.79;412.86;0.4
4.16;2.98;0.0000197;3.29E-08;0;0;0;0;0;7.56;95.41;0;0.01;0.79;413.42;0.4
4.17;2.97;0.0000196;3.26E-08;0;0;0;0;0;7.58;95.92;0;0.01;0.79;413.97;0.4
4.18;2.97;0.0000195;3.22E-08;0;0;0;0;0;7.59;96.42;0;0.01;0.79;414.48;0.4
4.19;2.96;0.0000194;3.19E-08;0;0;0;0;0;7.61;96.92;0;0.01;0.79;415;0.4
4.2;2.95;0.0000193;3.16E-08;0;0;0;0;0;7.63;97.42;0;0.01;0.79;415.52;0.4
4.21;2.94;0.0000193;3.13E-08;0;0;0;0;0;7.65;97.93;0;0.01;0.79;416.05;0.4
4.22;2.94;0.0000192;0.000000031;0;0;0;0;0;7.67;98.45;0;0.01;0.79;416.59;0.4
4.23;2.93;0.0000191;3.07E-08;0;0;0;0;0;7.69;98.97;0;0.01;0.79;417.14;0.4
4.24;2.92;0.000019;3.04E-08;0;0;0;0;0;7.7;99.48;0;0.01;0.79;417.67;0.4
4.25;2.92;0.0000189;3.01E-08;0;0;0;0;0;7.72;99.99;0;0.01;0.79;418.18;0.4
4.26;2.91;0.0000188;2.98E-08;0;0;0;0;0;7.74;100.5;0;0.01;0.79;418.69;0.4
4.27;2.9;0.0000187;2.95E-08;0;0;0;0;0;7.76;101.02;0;0.01;0.79;419.21;0.4
4.28;2.9;0.0000186;2.92E-08;0;0;0;0;0;7.78;101.54;0;0.01;0.79;419.74;0.4
4.29;2.89;0.0000185;2.89E-08;0;0;0;0;0;7.79;102.06;0;0.01;0.79;420.27;0.4
4.3;2.88;0.0000185;2.86E-08;0;0;0;0;0;7.81;102.59;0;0.01;0.79;420.81;0.4
4.31;2.88;0.0000184;2.83E-08;0;0;0;0;0;7.83;103.12;0;0.01;0.79;421.33;0.4
4.32;2.87;0.0000183;2.81E-08;0;0;0;0;0;7.85;103.63;0;0.01;0.79;421.84;0.4
4.33;2.86;0.0000182;2.78E-08;0;0;0;0;0;7.87;104.15;0;0.01;0.79;422.34;0.4
4.34;2.86;0.0000181;2.75E-08;0;0;0;0;0;7.89;104.68;0;0.01;0.79;422.86;0.4
4.35;2.85;0.000018;2.73E-08;0;0;0;0;0;7.9;105.21;0;0.01;0.79;423.38;0.4
